"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prueba2-Ldonovani.gff","Prueba2-Linfantum.gff","Prueba2-LmajorFriedlin.gff","Prueba2-Tbruceigambiense.gff","Prueba2-TcruziCLBrenerEsmeraldo-like.gff","Prueba2-TcruziCLBrenerNon-Esmeraldo-like.gff","Prueba2-Tevansis.gff"
"group_10751","","","1","1","1","1","5602","1","2313","","84","84","84","","","LmjF.18.snoRNA0125","","","",""
"group_10752","","","1","1","1","1","5603","1","2314","","84","84","84","","","LmjF.18.snoRNA0126","","","",""
"group_10753","","","1","1","1","1","5604","1","2315","","84","84","84","","","LmjF.18.snoRNA0127","","","",""
"group_10754","","","1","1","1","1","5605","1","2316","","84","84","84","","","LmjF.18.snoRNA0128","","","",""
"group_10755","","","1","1","1","1","5606","1","2317","","84","84","84","","","LmjF.18.snoRNA0129","","","",""
"group_10756","","","1","1","1","1","5607","1","2318","","84","84","84","","","LmjF.18.snoRNA0130","","","",""
"group_10757","","","1","1","1","1","5608","1","2319","","84","84","84","","","LmjF.18.snoRNA0131","","","",""
"group_10758","","","1","1","1","1","5609","1","2320","","84","84","84","","","LmjF.18.snoRNA0132","","","",""
"group_10759","","","1","1","1","1","3002","1","2748","","2102","2102","2102","","LINF_330009000","","","","",""
"group_10760","","","1","1","1","1","3001","1","2749","","2102","2102","2102","","LINF_330009100","","","","",""
"group_10761","","","1","1","1","1","3000","1","2750","","2102","2102","2102","","LINF_330009200","","","","",""
"group_10762","","","1","1","1","1","2999","1","2751","","2102","2102","2102","","LINF_330009300","","","","",""
"group_10763","","","1","1","1","1","2998","1","2752","","2102","2102","2102","","LINF_330009400","","","","",""
"group_10764","","","1","1","1","1","2997","1","2753","","2102","2102","2102","","LINF_330009500","","","","",""
"group_10765","","","1","1","1","1","3077","1","2756","","2102","2102","2102","","LINF_330009800","","","","",""
"group_10766","","","1","1","1","1","3078","1","2757","","2102","2102","2102","","LINF_330009900","","","","",""
"group_10768","","","1","1","1","1","2794","1","4989","","72","72","72","","","LmjF.35.snoRNA0217","","","",""
"group_10769","","","1","1","1","1","2793","1","4988","","72","72","72","","","LmjF.35.snoRNA0218","","","",""
"group_10770","","","1","1","1","1","2792","1","4987","","72","72","72","","","LmjF.35.snoRNA0219","","","",""
"group_10771","","","1","1","1","1","4936","1","4986","","72","72","72","","","LmjF.35.snoRNA0220","","","",""
"group_10772","","","1","1","1","1","4937","1","4978","","72","72","72","","","LmjF.35.snoRNA0221","","","",""
"group_10773","","","1","1","1","1","4938","1","4979","","72","72","72","","","LmjF.35.snoRNA0222","","","",""
"group_10774","","","1","1","1","1","4939","1","4980","","72","72","72","","","LmjF.35.snoRNA0223","","","",""
"group_10775","","","1","1","1","1","4940","1","4981","","72","72","72","","","LmjF.35.snoRNA0224","","","",""
"group_10776","","","1","1","1","8","56","8","149","","1355","1355","1355","","LINF_130007700","","","","",""
"group_10777","","","1","1","1","8","55","8","148","","1355","1355","1355","","LINF_130007800","","","","",""
"group_10778","","","1","1","1","8","54","8","147","","1355","1355","1355","","LINF_130007900","","","","",""
"group_10779","","","1","1","1","8","53","8","146","","1355","1355","1355","","LINF_130008000","","","","",""
"group_10780","","","1","1","1","8","52","8","145","","1355","1355","1355","","LINF_130008100","","","","",""
"group_10781","","","1","1","1","8","51","8","144","","1355","1355","1355","","LINF_130008200","","","","",""
"group_10782","","","1","1","1","8","24","8","143","","1355","1355","1355","","LINF_130008300","","","","",""
"group_10783","","","1","1","1","8","25","8","140","","1355","1355","1355","","LINF_130008400","","","","",""
"group_10784","","","1","1","1","8","26","8","141","","1355","1355","1355","","LINF_130008500","","","","",""
"group_10785","","","1","1","1","8","27","8","142","","1355","1355","1355","","LINF_130008600","","","","",""
"group_10788","","","1","1","1","1","364","1","6353","","1349","1349","1349","","LINF_170005900","","","","",""
"group_10789","","","1","1","1","1","365","1","6354","","1349","1349","1349","","LINF_170006000","","","","",""
"group_10790","","","1","1","1","1","366","1","6355","","1349","1349","1349","","LINF_170006100","","","","",""
"group_10791","","","1","1","1","1","367","1","6356","","1349","1349","1349","","LINF_170006200","","","","",""
"group_10792","","","1","1","1","1","368","1","6357","","1349","1349","1349","","LINF_170006300","","","","",""
"group_10793","","","1","1","1","1","369","1","6358","","1349","1349","1349","","LINF_170006400","","","","",""
"group_10795","","","1","1","1","1","372","1","6352","","1349","1349","1349","","LINF_170006600","","","","",""
"group_10796","","","1","1","1","1","373","1","6346","","1349","1349","1349","","LINF_170006700","","","","",""
"group_10797","","","1","1","1","1","371","1","6345","","1349","1349","1349","","","LmjF.17.0081","","","",""
"group_108","","","1","1","1","1","5147","1","1733","","1634","1634","1634","","","","","TcCLB.511035.10","",""
"group_10800","","","1","1","1","1","363","1","6349","","1349","1349","1349","","","LmjF.17.0084","","","",""
"group_10801","","","1","1","1","1","376","1","6344","","1349","1349","1349","","LINF_170007000","","","","",""
"group_10803","","","1","1","1","1","377","1","6351","","1349","1349","1349","","LINF_170007200","","","","",""
"group_10805","","","1","1","1","1","2396","1","4363","","1514","1514","1514","","","LmjF.32.3500","","","",""
"group_10806","","","1","1","1","1","2395","1","4362","","1514","1514","1514","","","LmjF.32.3502","","","",""
"group_10807","","","1","1","1","1","2394","1","4361","","1514","1514","1514","","","LmjF.32.3504","","","",""
"group_10808","","","1","1","1","1","2393","1","4360","","1514","1514","1514","","","LmjF.32.3506","","","",""
"group_10809","","","1","1","1","1","2399","1","4359","","1514","1514","1514","","","LmjF.32.3508","","","",""
"group_10810","","","1","1","1","1","2400","1","4358","","1514","1514","1514","","","LmjF.32.3510","","","",""
"group_10811","","","1","1","1","1","2401","1","4343","","1514","1514","1514","","","LmjF.32.3512","","","",""
"group_10812","","","1","1","1","1","2402","1","4344","","1514","1514","1514","","","LmjF.32.3515","","","",""
"group_10813","","","1","1","1","1","2403","1","4345","","1514","1514","1514","","","LmjF.32.3520","","","",""
"group_10814","","","1","1","1","1","2404","1","4346","","1514","1514","1514","","","LmjF.32.3530","","","",""
"group_10815","","","1","1","1","1","2405","1","4347","","1514","1514","1514","","","LmjF.32.3535","","","",""
"group_10816","","","1","1","1","1","2406","1","4348","","1514","1514","1514","","","LmjF.32.3538","","","",""
"group_10817","","","1","1","1","1","2407","1","4349","","1514","1514","1514","","","LmjF.32.3540","","","",""
"group_10818","","","1","1","1","1","2408","1","4350","","1514","1514","1514","","","LmjF.32.3542","","","",""
"group_10819","","","1","1","1","1","2409","1","4351","","1514","1514","1514","","","LmjF.32.3544","","","",""
"group_10820","","","1","1","1","1","2410","1","4352","","1514","1514","1514","","","LmjF.32.3546","","","",""
"group_10821","","","1","1","1","2","68","2","22","","689","689","689","","","LmjF.34.4330","","","",""
"group_10822","","","1","1","1","2","66","2","20","","689","689","689","","","LmjF.34.4360","","","",""
"group_10823","","","1","1","1","2","48","2","18","","689","689","689","","","LmjF.34.4390","","","",""
"group_10824","","","1","1","1","2","50","2","16","","689","689","689","","","LmjF.34.4420","","","",""
"group_10825","","","1","1","1","2","52","2","8","","689","689","689","","","LmjF.34.4450","","","",""
"group_10826","","","1","1","1","2","54","2","10","","689","689","689","","","LmjF.34.4480","","","",""
"group_10827","","","1","1","1","2","56","2","12","","689","689","689","","","LmjF.34.4510","","","",""
"group_10828","","","1","1","1","1","141","16","66","","1964","1964","1964","","LINF_280035000","","","","",""
"group_10829","","","1","1","1","1","115","16","65","","1964","1964","1964","","LINF_280035100","","","","",""
"group_10830","","","1","1","1","1","116","16","64","","1964","1964","1964","","LINF_280035200","","","","",""
"group_10831","","","1","1","1","1","117","16","15","","1964","1964","1964","","LINF_280035300","","","","",""
"group_10832","","","1","1","1","1","118","16","16","","1964","1964","1964","","LINF_280035400","","","","",""
"group_10833","","","1","1","1","1","119","16","17","","1964","1964","1964","","LINF_280035500","","","","",""
"group_10834","","","1","1","1","1","140","16","12","","1964","1964","1964","","LINF_280035900","","","","",""
"group_10836","","","1","1","1","1","584","1","207","","392","392","392","","","LmjF.10.0870","","","",""
"group_10837","","","1","1","1","1","583","1","204","","392","392","392","","","LmjF.10.0970","","","",""
"group_10838","","","1","1","1","1","578","1","200","","392","392","392","","","LmjF.10.0990","","","",""
"group_10839","","","1","1","1","1","4156","1","3229","","392","392","392","","","LmjF.16.0570","","","",""
"group_10840","","","1","1","1","1","4157","1","3228","","392","392","392","","","LmjF.16.0575","","","",""
"group_10841","","","1","1","1","1","3993","1","3223","","392","392","392","","","LmjF.16.0600","","","",""
"group_10842","","","1","1","1","1","3994","1","3224","","392","392","392","","","LmjF.16.0610","","","",""
"group_10843","","","1","1","1","1","654","1","275","","1799","1799","1799","","LINF_100010200","","","","",""
"group_10844","","","1","1","1","1","649","1","276","","1799","1799","1799","","LINF_100010300","","","","",""
"group_10845","","","1","1","1","1","650","1","214","","1799","1799","1799","","LINF_100010600","","","","",""
"group_10846","","","1","1","1","1","588","1","215","","1799","1799","1799","","LINF_100010700","","","","",""
"group_10847","","","1","1","1","1","589","1","216","","1799","1799","1799","","LINF_100010800","","","","",""
"group_10848","","","1","1","1","1","590","1","217","","1799","1799","1799","","LINF_100010900","","","","",""
"group_10849","","","1","1","1","1","591","1","218","","1799","1799","1799","","LINF_100011000","","","","",""
"group_10850","","","1","1","1","1","592","1","219","","1799","1799","1799","","LINF_100011100","","","","",""
"group_10851","","","1","1","1","1","5343","1","2221","","377","377","377","","LINF_190013100","","","","",""
"group_10852","","","1","1","1","1","5342","1","2220","","377","377","377","","LINF_190013200","","","","",""
"group_10853","","","1","1","1","1","5341","1","2219","","377","377","377","","LINF_190013300","","","","",""
"group_10854","","","1","1","1","1","5340","1","2218","","377","377","377","","LINF_190013400","","","","",""
"group_10855","","","1","1","1","1","5339","1","2202","","377","377","377","","LINF_190013500","","","","",""
"group_10856","","","1","1","1","1","5335","1","2212","","377","377","377","","LINF_190014000","","","","",""
"group_10857","","","1","1","1","1","5331","1","2210","","377","377","377","","LINF_190014200","","","","",""
"group_10858","","","1","1","1","2","349","2","302","","614","614","614","","","LmjF.34.1700","","","",""
"group_10859","","","1","1","1","2","528","2","183","","614","614","614","","","LmjF.34.1760","","","",""
"group_10860","","","1","1","1","2","530","2","185","","614","614","614","","","LmjF.34.1780","","","",""
"group_10861","","","1","1","1","2","532","2","187","","614","614","614","","","LmjF.34.1800","","","",""
"group_10862","","","1","1","1","2","534","2","189","","614","614","614","","","LmjF.34.1820","","","",""
"group_10863","","","1","1","1","2","538","2","193","","614","614","614","","","LmjF.34.1860","","","",""
"group_10864","","","1","1","1","2","546","2","201","","614","614","614","","","LmjF.34.1940","","","",""
"group_10865","","","1","1","1","2","550","2","205","","614","614","614","","","LmjF.34.1980","","","",""
"group_10868","","","1","1","1","3","149","3","256","","302","302","302","","LINF_210005100","","","","",""
"group_10869","","","1","1","1","5","133","5","58","","302","302","302","","LINF_310040900","","","","",""
"group_10871","","","1","1","1","1","2325","1","4197","","449","449","449","","","","","","TcCLB.506391.20",""
"group_10872","","","1","1","1","1","2324","1","4196","","449","449","449","","","","","","TcCLB.506391.10",""
"group_10875","","","1","1","1","1","2322","1","4168","","449","449","449","","","","","TcCLB.507483.39","",""
"group_10876","","","1","1","1","1","3074","1","1607","","2105","2105","2105","","","LmjF.33.0312","","","",""
"group_10877","","","1","1","1","1","3073","1","1606","","2105","2105","2105","","","LmjF.33.0314","","","",""
"group_10878","","","1","1","1","1","3072","1","1605","","2105","2105","2105","","","LmjF.33.0316","","","",""
"group_10879","","","1","1","1","1","3071","1","2759","","2102","2102","2102","","","LmjF.33.0318","","","",""
"group_10880","","","1","1","1","1","3070","1","2760","","2105","2105","2105","","","LmjF.33.0320","","","",""
"group_10881","","","1","1","1","1","3069","1","2761","","2105","2105","2105","","","LmjF.33.0323","","","",""
"group_10882","","","1","1","1","1","3068","1","2762","","2105","2105","2105","","","LmjF.33.0326","","","",""
"group_10883","","","1","1","1","1","3067","1","2763","","2102","2102","2102","","","LmjF.33.0330","","","",""
"group_10884","","","1","1","1","1","3066","1","2764","","2105","2105","2105","","","LmjF.33.0333","","","",""
"group_10885","","","1","1","1","1","3065","1","2765","","2105","2105","2105","","","LmjF.33.0336","","","",""
"group_10886","","","1","1","1","1","3064","1","2766","","2105","2105","2105","","","LmjF.33.0340","","","",""
"group_10887","","","1","1","1","1","3063","1","2767","","2105","2105","2105","","","LmjF.33.0343","","","",""
"group_10888","","","1","1","1","1","3062","1","2768","","2105","2105","2105","","","LmjF.33.0346","","","",""
"group_10889","","","1","1","1","1","3061","1","2769","","2105","2105","2105","","","LmjF.33.0350","","","",""
"group_10890","","","1","1","1","1","3080","1","2770","","2105","2105","2105","","","LmjF.33.0355","","","",""
"group_10891","","","1","1","1","1","3081","1","2771","","2105","2105","2105","","","LmjF.33.0360","","","",""
"group_10892","","","1","1","1","1","3082","1","2772","","2105","2105","2105","","","LmjF.33.0365","","","",""
